r_over_rs,D_GR,D_SSZ,Xi
1.10742,1.0,1.0,0.0
1.1084100000000001,1.0,1.0,0.0
1.1094,1.0,1.0,0.0
1.11039,1.0,1.0,0.0
1.11138,1.0,1.0,0.0
1.11237,1.0,1.0,0.0
1.1133600000000001,1.0,1.0,0.0
1.11435,1.0,1.0,0.0
1.11534,1.0,1.0,0.0
1.11633,1.0,1.0,0.0
1.11732,1.0,1.0,0.0
1.1183100000000001,1.0,1.0,0.0
1.1193,1.0,1.0,0.0
1.12029,1.0,1.0,0.0
1.12128,1.0,1.0,0.0
1.12227,1.0,1.0,0.0
1.1232600000000001,1.0,1.0,0.0
1.12425,1.0,1.0,0.0
1.12524,1.0,1.0,0.0
1.12623,1.0,1.0,0.0
1.12722,1.0,1.0,0.0
1.1282100000000002,1.0,1.0,0.0
1.1292,1.0,1.0,0.0
1.13019,1.0,1.0,0.0
1.13118,1.0,1.0,0.0
1.1321700000000001,1.0,1.0,0.0
1.13316,1.0,1.0,0.0
1.13415,1.0,1.0,0.0
1.13514,1.0,1.0,0.0
1.13613,1.0,1.0,0.0
1.1371200000000001,1.0,1.0,0.0
1.13811,1.0,1.0,0.0
1.1391,1.0,1.0,0.0
1.14009,1.0,1.0,0.0
1.14108,1.0,1.0,0.0
1.1420700000000001,1.0,1.0,0.0
1.14306,1.0,1.0,0.0
1.14405,1.0,1.0,0.0
1.14504,1.0,1.0,0.0
1.14603,1.0,1.0,0.0
1.14702,1.0,1.0,0.0
1.14801,1.0,1.0,0.0
1.149,1.0,1.0,0.0
1.14999,1.0,1.0,0.0
1.1509800000000001,1.0,1.0,0.0
1.15197,1.0,1.0,0.0
1.15296,1.0,1.0,0.0
1.15395,1.0,1.0,0.0
1.15494,1.0,1.0,0.0
1.1559300000000001,1.0,1.0,0.0
1.15692,1.0,1.0,0.0
1.15791,1.0,1.0,0.0
1.1589,1.0,1.0,0.0
1.15989,1.0,1.0,0.0
1.1608800000000001,1.0,1.0,0.0
1.16187,1.0,1.0,0.0
1.16286,1.0,1.0,0.0
1.16385,1.0,1.0,0.0
1.16484,1.0,1.0,0.0
1.1658300000000001,1.0,1.0,0.0
1.16682,1.0,1.0,0.0
1.16781,1.0,1.0,0.0
1.1688,1.0,1.0,0.0
1.16979,1.0,1.0,0.0
1.1707800000000002,1.0,1.0,0.0
1.17177,1.0,1.0,0.0
1.17276,1.0,1.0,0.0
1.17375,1.0,1.0,0.0
1.1747400000000001,1.0,1.0,0.0
1.1757300000000002,1.0,1.0,0.0
1.17672,1.0,1.0,0.0
1.17771,1.0,1.0,0.0
1.1787,1.0,1.0,0.0
1.1796900000000001,1.0,1.0,0.0
1.18068,1.0,1.0,0.0
1.18167,1.0,1.0,0.0
1.18266,1.0,1.0,0.0
1.18365,1.0,1.0,0.0
1.1846400000000001,1.0,1.0,0.0
1.18563,1.0,1.0,0.0
1.18662,1.0,1.0,0.0
1.18761,1.0,1.0,0.0
1.1886,1.0,1.0,0.0
1.18959,1.0,1.0,0.0
1.19058,1.0,1.0,0.0
1.19157,1.0,1.0,0.0
1.19256,1.0,1.0,0.0
1.19355,1.0,1.0,0.0
1.19454,1.0,1.0,0.0
1.19553,1.0,1.0,0.0
1.19652,1.0,1.0,0.0
1.19751,1.0,1.0,0.0
1.1985000000000001,1.0,1.0,0.0
1.19949,1.0,1.0,0.0
1.20048,1.0,1.0,0.0
1.20147,1.0,1.0,0.0
1.20246,1.0,1.0,0.0
1.2034500000000001,1.0,1.0,0.0
1.20444,1.0,1.0,0.0
1.20543,1.0,1.0,0.0
1.20642,1.0,1.0,0.0
1.20741,1.0,1.0,0.0
1.2084000000000001,1.0,1.0,0.0
1.20939,1.0,1.0,0.0
1.21038,1.0,1.0,0.0
1.21137,1.0,1.0,0.0
1.21236,1.0,1.0,0.0
1.2133500000000002,1.0,1.0,0.0
1.21434,1.0,1.0,0.0
1.21533,1.0,1.0,0.0
1.21632,1.0,1.0,0.0
1.2173100000000001,1.0,1.0,0.0
1.2183000000000002,1.0,1.0,0.0
1.21929,1.0,1.0,0.0
1.22028,1.0,1.0,0.0
1.22127,1.0,1.0,0.0
1.2222600000000001,1.0,1.0,0.0
1.22325,1.0,1.0,0.0
1.22424,1.0,1.0,0.0
1.22523,1.0,1.0,0.0
1.22622,1.0,1.0,0.0
1.2272100000000001,1.0,1.0,0.0
1.2282,1.0,1.0,0.0
1.22919,1.0,1.0,0.0
1.23018,1.0,1.0,0.0
1.23117,1.0,1.0,0.0
1.23216,1.0,1.0,0.0
1.23315,1.0,1.0,0.0
1.23414,1.0,1.0,0.0
1.23513,1.0,1.0,0.0
1.23612,1.0,1.0,0.0
1.23711,1.0,1.0,0.0
1.2381,1.0,1.0,0.0
1.23909,1.0,1.0,0.0
1.24008,1.0,1.0,0.0
1.2410700000000001,1.0,1.0,0.0
1.24206,1.0,1.0,0.0
1.24305,1.0,1.0,0.0
1.24404,1.0,1.0,0.0
1.24503,1.0,1.0,0.0
1.2460200000000001,1.0,1.0,0.0
1.24701,1.0,1.0,0.0
1.248,1.0,1.0,0.0
1.24899,1.0,1.0,0.0
1.24998,1.0,1.0,0.0
1.2509700000000001,1.0,1.0,0.0
1.25196,1.0,1.0,0.0
1.25295,1.0,1.0,0.0
1.25394,1.0,1.0,0.0
1.25493,1.0,1.0,0.0
1.2559200000000001,1.0,1.0,0.0
1.25691,1.0,1.0,0.0
1.2579,1.0,1.0,0.0
1.25889,1.0,1.0,0.0
1.25988,1.0,1.0,0.0
1.2608700000000002,1.0,1.0,0.0
1.26186,1.0,1.0,0.0
1.26285,1.0,1.0,0.0
1.26384,1.0,1.0,0.0
1.2648300000000001,1.0,1.0,0.0
1.2658200000000002,1.0,1.0,0.0
1.26681,1.0,1.0,0.0
1.2678,1.0,1.0,0.0
1.26879,1.0,1.0,0.0
1.2697800000000001,1.0,1.0,0.0
1.27077,1.0,1.0,0.0
1.27176,1.0,1.0,0.0
1.27275,1.0,1.0,0.0
1.27374,1.0,1.0,0.0
1.27473,1.0,1.0,0.0
1.27572,1.0,1.0,0.0
1.27671,1.0,1.0,0.0
1.2777,1.0,1.0,0.0
1.27869,1.0,1.0,0.0
1.27968,1.0,1.0,0.0
1.28067,1.0,1.0,0.0
1.28166,1.0,1.0,0.0
1.28265,1.0,1.0,0.0
1.2836400000000001,1.0,1.0,0.0
1.28463,1.0,1.0,0.0
1.28562,1.0,1.0,0.0
1.28661,1.0,1.0,0.0
1.2876,1.0,1.0,0.0
1.2885900000000001,1.0,1.0,0.0
1.28958,1.0,1.0,0.0
1.29057,1.0,1.0,0.0
1.29156,1.0,1.0,0.0
1.29255,1.0,1.0,0.0
1.2935400000000001,1.0,1.0,0.0
1.29453,1.0,1.0,0.0
1.29552,1.0,1.0,0.0
1.29651,1.0,1.0,0.0
1.2975,1.0,1.0,0.0
1.2984900000000001,1.0,1.0,0.0
1.29948,1.0,1.0,0.0
1.30047,1.0,1.0,0.0
1.30146,1.0,1.0,0.0
1.30245,1.0,1.0,0.0
1.3034400000000002,1.0,1.0,0.0
1.30443,1.0,1.0,0.0
1.30542,1.0,1.0,0.0
1.30641,1.0,1.0,0.0
1.3074000000000001,1.0,1.0,0.0
1.3083900000000002,1.0,1.0,0.0
1.30938,1.0,1.0,0.0
1.31037,1.0,1.0,0.0
1.31136,1.0,1.0,0.0
1.31235,1.0,1.0,0.0
1.3133400000000002,1.0,1.0,0.0
1.31433,1.0,1.0,0.0
1.31532,1.0,1.0,0.0
1.31631,1.0,1.0,0.0
1.3173,1.0,1.0,0.0
1.31829,1.0,1.0,0.0
1.31928,1.0,1.0,0.0
1.32027,1.0,1.0,0.0
1.32126,1.0,1.0,0.0
1.32225,1.0,1.0,0.0
1.32324,1.0,1.0,0.0
1.32423,1.0,1.0,0.0
1.32522,1.0,1.0,0.0
1.32621,1.0,1.0,0.0
1.3272,1.0,1.0,0.0
1.32819,1.0,1.0,0.0
1.32918,1.0,1.0,0.0
1.33017,1.0,1.0,0.0
1.3311600000000001,1.0,1.0,0.0
1.33215,1.0,1.0,0.0
1.33314,1.0,1.0,0.0
1.33413,1.0,1.0,0.0
1.33512,1.0,1.0,0.0
1.3361100000000001,1.0,1.0,0.0
1.3371,1.0,1.0,0.0
1.33809,1.0,1.0,0.0
1.33908,1.0,1.0,0.0
1.34007,1.0,1.0,0.0
1.3410600000000001,1.0,1.0,0.0
1.34205,1.0,1.0,0.0
1.34304,1.0,1.0,0.0
1.34403,1.0,1.0,0.0
1.34502,1.0,1.0,0.0
1.3460100000000002,1.0,1.0,0.0
1.347,1.0,1.0,0.0
1.34799,1.0,1.0,0.0
1.34898,1.0,1.0,0.0
1.3499700000000001,1.0,1.0,0.0
1.3509600000000002,1.0,1.0,0.0
1.35195,1.0,1.0,0.0
1.35294,1.0,1.0,0.0
1.35393,1.0,1.0,0.0
1.3549200000000001,1.0,1.0,0.0
1.3559100000000002,1.0,1.0,0.0
1.3569,1.0,1.0,0.0
1.35789,1.0,1.0,0.0
1.35888,1.0,1.0,0.0
1.35987,1.0,1.0,0.0
1.3608600000000002,1.0,1.0,0.0
1.36185,1.0,1.0,0.0
1.36284,1.0,1.0,0.0
1.36383,1.0,1.0,0.0
1.36482,1.0,1.0,0.0
1.36581,1.0,1.0,0.0
1.3668,1.0,1.0,0.0
1.36779,1.0,1.0,0.0
1.36878,1.0,1.0,0.0
1.36977,1.0,1.0,0.0
1.37076,1.0,1.0,0.0
1.37175,1.0,1.0,0.0
1.37274,1.0,1.0,0.0
1.3737300000000001,1.0,1.0,0.0
1.37472,1.0,1.0,0.0
1.37571,1.0,1.0,0.0
1.3767,1.0,1.0,0.0
1.37769,1.0,1.0,0.0
1.3786800000000001,1.0,1.0,0.0
1.37967,1.0,1.0,0.0
1.38066,1.0,1.0,0.0
1.38165,1.0,1.0,0.0
1.38264,1.0,1.0,0.0
1.3836300000000001,1.0,1.0,0.0
1.38462,1.0,1.0,0.0
1.38561,1.0,1.0,0.0
1.3866,1.0,1.0,0.0
1.38759,1.0,1.0,0.0
1.3885800000000001,1.0,1.0,0.0
1.38957,1.0,1.0,0.0
1.39056,1.0,1.0,0.0
1.39155,1.0,1.0,0.0
1.3925400000000001,1.0,1.0,0.0
1.3935300000000002,1.0,1.0,0.0
1.39452,1.0,1.0,0.0
1.39551,1.0,1.0,0.0
1.3965,1.0,1.0,0.0
1.3974900000000001,1.0,1.0,0.0
1.3984800000000002,1.0,1.0,0.0
1.39947,1.0,1.0,0.0
1.40046,1.0,1.0,0.0
1.40145,1.0,1.0,0.0
1.40244,1.0,1.0,0.0
1.4034300000000002,1.0,1.0,0.0
1.40442,1.0,1.0,0.0
1.40541,1.0,1.0,0.0
1.4064,1.0,1.0,0.0
1.40739,1.0,1.0,0.0
1.40838,1.0,1.0,0.0
1.40937,1.0,1.0,0.0
1.41036,1.0,1.0,0.0
1.41135,1.0,1.0,0.0
1.41234,1.0,1.0,0.0
1.41333,1.0,1.0,0.0
1.41432,1.0,1.0,0.0
1.41531,1.0,1.0,0.0
1.4163000000000001,1.0,1.0,0.0
1.41729,1.0,1.0,0.0
1.41828,1.0,1.0,0.0
1.41927,1.0,1.0,0.0
1.42026,1.0,1.0,0.0
1.4212500000000001,1.0,1.0,0.0
1.42224,1.0,1.0,0.0
1.42323,1.0,1.0,0.0
1.42422,1.0,1.0,0.0
1.42521,1.0,1.0,0.0
1.4262000000000001,1.0,1.0,0.0
1.42719,1.0,1.0,0.0
1.42818,1.0,1.0,0.0
1.42917,1.0,1.0,0.0
1.43016,1.0,1.0,0.0
1.4311500000000001,1.0,1.0,0.0
1.43214,1.0,1.0,0.0
1.43313,1.0,1.0,0.0
1.43412,1.0,1.0,0.0
1.43511,1.0,1.0,0.0
1.4361000000000002,1.0,1.0,0.0
1.43709,1.0,1.0,0.0
1.43808,1.0,1.0,0.0
1.43907,1.0,1.0,0.0
1.4400600000000001,1.0,1.0,0.0
1.4410500000000002,1.0,1.0,0.0
1.44204,1.0,1.0,0.0
1.44303,1.0,1.0,0.0
1.44402,1.0,1.0,0.0
1.44501,1.0,1.0,0.0
1.4460000000000002,1.0,1.0,0.0
1.44699,1.0,1.0,0.0
1.44798,1.0,1.0,0.0
1.44897,1.0,1.0,0.0
1.44996,1.0,1.0,0.0
1.45095,1.0,1.0,0.0
1.45194,1.0,1.0,0.0
1.45293,1.0,1.0,0.0
1.45392,1.0,1.0,0.0
1.45491,1.0,1.0,0.0
1.4559,1.0,1.0,0.0
1.45689,1.0,1.0,0.0
1.45788,1.0,1.0,0.0
1.4588700000000001,1.0,1.0,0.0
1.45986,1.0,1.0,0.0
1.46085,1.0,1.0,0.0
1.46184,1.0,1.0,0.0
1.46283,1.0,1.0,0.0
1.4638200000000001,1.0,1.0,0.0
1.46481,1.0,1.0,0.0
1.4658,1.0,1.0,0.0
1.46679,1.0,1.0,0.0
1.46778,1.0,1.0,0.0
1.4687700000000001,1.0,1.0,0.0
1.46976,1.0,1.0,0.0
1.47075,1.0,1.0,0.0
1.47174,1.0,1.0,0.0
1.47273,1.0,1.0,0.0
1.4737200000000001,1.0,1.0,0.0
1.47471,1.0,1.0,0.0
1.4757,1.0,1.0,0.0
1.47669,1.0,1.0,0.0
1.47768,1.0,1.0,0.0
1.4786700000000002,1.0,1.0,0.0
1.47966,1.0,1.0,0.0
1.48065,1.0,1.0,0.0
1.48164,1.0,1.0,0.0
1.4826300000000001,1.0,1.0,0.0
1.4836200000000002,1.0,1.0,0.0
1.48461,1.0,1.0,0.0
1.4856,1.0,1.0,0.0
1.48659,1.0,1.0,0.0
1.4875800000000001,1.0,1.0,0.0
1.4885700000000002,1.0,1.0,0.0
1.48956,1.0,1.0,0.0
1.49055,1.0,1.0,0.0
1.49154,1.0,1.0,0.0
1.49253,1.0,1.0,0.0
1.4935200000000002,1.0,1.0,0.0
1.49451,1.0,1.0,0.0
1.4955,1.0,1.0,0.0
1.49649,1.0,1.0,0.0
1.49748,1.0,1.0,0.0
1.49847,1.0,1.0,0.0
1.49946,1.0,1.0,0.0
1.50045,1.0,1.0,0.0
1.50144,1.0,1.0,0.0
1.50243,1.0,1.0,0.0
1.50342,1.0,1.0,0.0
1.50441,1.0,1.0,0.0
1.5054,1.0,1.0,0.0
1.5063900000000001,1.0,1.0,0.0
1.50738,1.0,1.0,0.0
1.50837,1.0,1.0,0.0
1.50936,1.0,1.0,0.0
1.51035,1.0,1.0,0.0
1.5113400000000001,1.0,1.0,0.0
1.51233,1.0,1.0,0.0
1.51332,1.0,1.0,0.0
1.51431,1.0,1.0,0.0
1.5153,1.0,1.0,0.0
1.5162900000000001,1.0,1.0,0.0
1.51728,1.0,1.0,0.0
1.51827,1.0,1.0,0.0
1.51926,1.0,1.0,0.0
1.52025,1.0,1.0,0.0
1.5212400000000001,1.0,1.0,0.0
1.52223,1.0,1.0,0.0
1.52322,1.0,1.0,0.0
1.52421,1.0,1.0,0.0
1.5252000000000001,1.0,1.0,0.0
1.5261900000000002,1.0,1.0,0.0
1.52718,1.0,1.0,0.0
1.52817,1.0,1.0,0.0
1.52916,1.0,1.0,0.0
1.5301500000000001,1.0,1.0,0.0
1.5311400000000002,1.0,1.0,0.0
1.53213,1.0,1.0,0.0
1.53312,1.0,1.0,0.0
1.53411,1.0,1.0,0.0
1.5351,1.0,1.0,0.0
1.5360900000000002,1.0,1.0,0.0
1.53708,1.0,1.0,0.0
1.53807,1.0,1.0,0.0
1.53906,1.0,1.0,0.0
1.54005,1.0,1.0,0.0
1.54104,1.0,1.0,0.0
1.54203,1.0,1.0,0.0
1.54302,1.0,1.0,0.0
1.54401,1.0,1.0,0.0
1.545,1.0,1.0,0.0
1.54599,1.0,1.0,0.0
1.54698,1.0,1.0,0.0
1.54797,1.0,1.0,0.0
1.5489600000000001,1.0,1.0,0.0
1.54995,1.0,1.0,0.0
1.5509400000000002,1.0,1.0,0.0
1.55193,1.0,1.0,0.0
1.55292,1.0,1.0,0.0
1.5539100000000001,1.0,1.0,0.0
1.5549,1.0,1.0,0.0
1.55589,1.0,1.0,0.0
1.55688,1.0,1.0,0.0
1.55787,1.0,1.0,0.0
1.5588600000000001,1.0,1.0,0.0
1.55985,1.0,1.0,0.0
1.56084,1.0,1.0,0.0
1.56183,1.0,1.0,0.0
1.5628199999999999,1.0,1.0,0.0
1.5638100000000001,1.0,1.0,0.0
1.5648,1.0,1.0,0.0
1.56579,1.0,1.0,0.0
1.56678,1.0,1.0,0.0
1.5677699999999999,1.0,1.0,0.0
1.5687600000000002,1.0,1.0,0.0
1.56975,1.0,1.0,0.0
1.57074,1.0,1.0,0.0
1.57173,1.0,1.0,0.0
1.57272,1.0,1.0,0.0
1.5737100000000002,1.0,1.0,0.0
1.5747,1.0,1.0,0.0
1.57569,1.0,1.0,0.0
1.57668,1.0,1.0,0.0
1.57767,1.0,1.0,0.0
1.5786600000000002,1.0,1.0,0.0
1.57965,1.0,1.0,0.0
1.58064,1.0,1.0,0.0
1.58163,1.0,1.0,0.0
1.58262,1.0,1.0,0.0
1.5836100000000002,1.0,1.0,0.0
1.5846,1.0,1.0,0.0
1.58559,1.0,1.0,0.0
1.58658,1.0,1.0,0.0
1.58757,1.0,1.0,0.0
1.5885600000000002,1.0,1.0,0.0
1.58955,1.0,1.0,0.0
1.59054,1.0,1.0,0.0
1.5915300000000001,1.0,1.0,0.0
1.59252,1.0,1.0,0.0
1.5935100000000002,1.0,1.0,0.0
1.5945,1.0,1.0,0.0
1.59549,1.0,1.0,0.0
1.5964800000000001,1.0,1.0,0.0
1.59747,1.0,1.0,0.0
1.59846,1.0,1.0,0.0
1.59945,1.0,1.0,0.0
1.60044,1.0,1.0,0.0
1.6014300000000001,1.0,1.0,0.0
1.60242,1.0,1.0,0.0
1.60341,1.0,1.0,0.0
1.6044,1.0,1.0,0.0
1.60539,1.0,1.0,0.0
1.6063800000000001,1.0,1.0,0.0
1.60737,1.0,1.0,0.0
1.60836,1.0,1.0,0.0
1.60935,1.0,1.0,0.0
1.6103399999999999,1.0,1.0,0.0
1.6113300000000002,1.0,1.0,0.0
1.61232,1.0,1.0,0.0
1.61331,1.0,1.0,0.0
1.6143,1.0,1.0,0.0
1.61529,1.0,1.0,0.0
1.6162800000000002,1.0,1.0,0.0
1.61727,1.0,1.0,0.0
1.61826,1.0,1.0,0.0
1.61925,1.0,1.0,0.0
1.62024,1.0,1.0,0.0
1.6212300000000002,1.0,1.0,0.0
1.62222,1.0,1.0,0.0
1.62321,1.0,1.0,0.0
1.6242,1.0,1.0,0.0
1.62519,1.0,1.0,0.0
1.6261800000000002,1.0,1.0,0.0
1.62717,1.0,1.0,0.0
1.62816,1.0,1.0,0.0
1.62915,1.0,1.0,0.0
1.63014,1.0,1.0,0.0
1.6311300000000002,1.0,1.0,0.0
1.63212,1.0,1.0,0.0
1.63311,1.0,1.0,0.0
1.6341,1.0,1.0,0.0
1.63509,1.0,1.0,0.0
1.6360800000000002,1.0,1.0,0.0
1.63707,1.0,1.0,0.0
1.63806,1.0,1.0,0.0
1.6390500000000001,1.0,1.0,0.0
1.64004,1.0,1.0,0.0
1.64103,1.0,1.0,0.0
1.64202,1.0,1.0,0.0
1.64301,1.0,1.0,0.0
1.6440000000000001,1.0,1.0,0.0
1.64499,1.0,1.0,0.0
1.64598,1.0,1.0,0.0
1.64697,1.0,1.0,0.0
1.64796,1.0,1.0,0.0
1.6489500000000001,1.0,1.0,0.0
1.64994,1.0,1.0,0.0
1.65093,1.0,1.0,0.0
1.65192,1.0,1.0,0.0
1.6529099999999999,1.0,1.0,0.0
1.6539000000000001,1.0,1.0,0.0
1.65489,1.0,1.0,0.0
1.65588,1.0,1.0,0.0
1.65687,1.0,1.0,0.0
1.65786,1.0,1.0,0.0
1.6588500000000002,1.0,1.0,0.0
1.65984,1.0,1.0,0.0
1.66083,1.0,1.0,0.0
1.66182,1.0,1.0,0.0
1.66281,1.0,1.0,0.0
1.6638000000000002,1.0,1.0,0.0
1.66479,1.0,1.0,0.0
1.66578,1.0,1.0,0.0
1.66677,1.0,1.0,0.0
1.66776,1.0,1.0,0.0
1.6687500000000002,1.0,1.0,0.0
1.66974,1.0,1.0,0.0
1.67073,1.0,1.0,0.0
1.67172,1.0,1.0,0.0
1.67271,1.0,1.0,0.0
1.6737000000000002,1.0,1.0,0.0
1.67469,1.0,1.0,0.0
1.67568,1.0,1.0,0.0
1.67667,1.0,1.0,0.0
1.67766,1.0,1.0,0.0
1.6786500000000002,1.0,1.0,0.0
1.67964,1.0,1.0,0.0
1.68063,1.0,1.0,0.0
1.6816200000000001,1.0,1.0,0.0
1.68261,1.0,1.0,0.0
1.6836,1.0,1.0,0.0
1.68459,1.0,1.0,0.0
1.68558,1.0,1.0,0.0
1.6865700000000001,1.0,1.0,0.0
1.68756,1.0,1.0,0.0
1.68855,1.0,1.0,0.0
1.68954,1.0,1.0,0.0
1.69053,1.0,1.0,0.0
1.6915200000000001,1.0,1.0,0.0
1.69251,1.0,1.0,0.0
1.6935,1.0,1.0,0.0
1.69449,1.0,1.0,0.0
1.6954799999999999,1.0,1.0,0.0
1.6964700000000001,1.0,1.0,0.0
1.69746,1.0,1.0,0.0
1.69845,1.0,1.0,0.0
1.69944,1.0,1.0,0.0
1.7004299999999999,1.0,1.0,0.0
1.7014200000000002,1.0,1.0,0.0
1.70241,1.0,1.0,0.0
1.7034,1.0,1.0,0.0
1.70439,1.0,1.0,0.0
1.70538,1.0,1.0,0.0
1.7063700000000002,1.0,1.0,0.0
1.70736,1.0,1.0,0.0
1.70835,1.0,1.0,0.0
1.70934,1.0,1.0,0.0
1.71033,1.0,1.0,0.0
1.7113200000000002,1.0,1.0,0.0
1.71231,1.0,1.0,0.0
1.7133,1.0,1.0,0.0
1.71429,1.0,1.0,0.0
1.71528,1.0,1.0,0.0
1.7162700000000002,1.0,1.0,0.0
1.71726,1.0,1.0,0.0
1.71825,1.0,1.0,0.0
1.71924,1.0,1.0,0.0
1.72023,1.0,1.0,0.0
1.7212200000000002,1.0,1.0,0.0
1.72221,1.0,1.0,0.0
1.7232,1.0,1.0,0.0
1.7241900000000001,1.0,1.0,0.0
1.72518,1.0,1.0,0.0
1.7261700000000002,1.0,1.0,0.0
1.72716,1.0,1.0,0.0
1.72815,1.0,1.0,0.0
1.7291400000000001,1.0,1.0,0.0
1.73013,1.0,1.0,0.0
1.73112,1.0,1.0,0.0
1.73211,1.0,1.0,0.0
1.7331,1.0,1.0,0.0
1.7340900000000001,1.0,1.0,0.0
1.73508,1.0,1.0,0.0
1.73607,1.0,1.0,0.0
1.73706,1.0,1.0,0.0
1.73805,1.0,1.0,0.0
1.7390400000000001,1.0,1.0,0.0
1.74003,1.0,1.0,0.0
1.74102,1.0,1.0,0.0
1.74201,1.0,1.0,0.0
1.7429999999999999,1.0,1.0,0.0
1.7439900000000002,1.0,1.0,0.0
1.74498,1.0,1.0,0.0
1.74597,1.0,1.0,0.0
1.74696,1.0,1.0,0.0
1.74795,1.0,1.0,0.0
1.7489400000000002,1.0,1.0,0.0
1.74993,1.0,1.0,0.0
1.75092,1.0,1.0,0.0
1.75191,1.0,1.0,0.0
1.7529,1.0,1.0,0.0
1.7538900000000002,1.0,1.0,0.0
1.75488,1.0,1.0,0.0
1.75587,1.0,1.0,0.0
1.75686,1.0,1.0,0.0
1.75785,1.0,1.0,0.0
1.7588400000000002,1.0,1.0,0.0
1.75983,1.0,1.0,0.0
1.76082,1.0,1.0,0.0
1.76181,1.0,1.0,0.0
1.7628,1.0,1.0,0.0
1.7637900000000002,1.0,1.0,0.0
1.76478,1.0,1.0,0.0
1.76577,1.0,1.0,0.0
1.76676,1.0,1.0,0.0
1.76775,1.0,1.0,0.0
1.7687400000000002,1.0,1.0,0.0
1.76973,1.0,1.0,0.0
1.77072,1.0,1.0,0.0
1.7717100000000001,1.0,1.0,0.0
1.7727,1.0,1.0,0.0
1.77369,1.0,1.0,0.0
1.77468,1.0,1.0,0.0
1.77567,1.0,1.0,0.0
1.7766600000000001,1.0,1.0,0.0
1.77765,1.0,1.0,0.0
1.77864,1.0,1.0,0.0
1.77963,1.0,1.0,0.0
1.78062,1.0,1.0,0.0
1.7816100000000001,1.0,1.0,0.0
1.7826,1.0,1.0,0.0
1.78359,1.0,1.0,0.0
1.78458,1.0,1.0,0.0
1.7855699999999999,1.0,1.0,0.0
1.7865600000000001,1.0,1.0,0.0
1.78755,1.0,1.0,0.0
1.78854,1.0,1.0,0.0
1.78953,1.0,1.0,0.0
1.79052,1.0,1.0,0.0
1.7915100000000002,1.0,1.0,0.0
1.7925,1.0,1.0,0.0
1.79349,1.0,1.0,0.0
1.79448,1.0,1.0,0.0
1.79547,1.0,1.0,0.0
1.7964600000000002,1.0,1.0,0.0
1.79745,1.0,1.0,0.0
1.79844,1.0,1.0,0.0
1.79943,1.0,1.0,0.0
1.80042,1.0,1.0,0.0
1.8014100000000002,1.0,1.0,0.0
1.8024,1.0,1.0,0.0
1.80339,1.0,1.0,0.0
1.80438,1.0,1.0,0.0
1.80537,1.0,1.0,0.0
1.8063600000000002,1.0,1.0,0.0
1.80735,1.0,1.0,0.0
1.80834,1.0,1.0,0.0
1.80933,1.0,1.0,0.0
1.81032,1.0,1.0,0.0
1.8113100000000002,1.0,1.0,0.0
1.8123,1.0,1.0,0.0
1.81329,1.0,1.0,0.0
1.8142800000000001,1.0,1.0,0.0
1.81527,1.0,1.0,0.0
1.81626,1.0,1.0,0.0
1.81725,1.0,1.0,0.0
1.81824,1.0,1.0,0.0
1.8192300000000001,1.0,1.0,0.0
1.82022,1.0,1.0,0.0
1.82121,1.0,1.0,0.0
1.8222,1.0,1.0,0.0
1.82319,1.0,1.0,0.0
