objid,ra,dec,u,g,r,i,z,run,camcol,field
1237676302414841141,81.1616343137113,-1.48430653281438,23.06173,23.13452,22.07668,21.02048,20.73052,7178,1,91
1237676302414906735,81.2815087789511,-1.3688887753694,21.43935,21.8631,20.94103,20.1821,21.29545,7178,1,92
1237676302410318548,72.0004693109969,-6.50231547279831,21.63476,21.94193,21.32316,20.29572,19.98869,7178,1,22
1237676302410777567,73.0084976448259,-5.91076177866591,22.36917,22.79472,21.08622,20.82699,20.13627,7178,1,29
1237676302412678137,76.7508488616233,-3.84470201316757,21.06832,22.94158,20.14274,19.86536,25.33158,7178,1,58
1237676302412678202,76.8468692626087,-3.91990377190319,22.69296,23.52325,22.40305,23.30711,22.57913,7178,1,58
1237676302410318503,72.0923005213909,-6.41544931063871,23.21006,22.28529,21.93714,22.05457,21.02758,7178,1,22
1237676302412285246,76.0574452859912,-4.34422666082666,18.94539,18.34973,17.66552,17.50504,18.67995,7178,1,52
1237676302410842927,72.9864578600966,-5.79192071190232,21.30427,21.80651,21.1988,20.68146,20.5918,7178,1,30
1237676302412284948,76.0529075919732,-4.34274604566192,18.78595,18.45675,17.62048,17.84052,26.00444,7178,1,52
1237676302414447817,80.4129140839275,-1.95846905296793,22.69685,23.49433,22.23166,21.17765,21.17048,7178,1,85
1237676302410580737,72.5844286946118,-6.18480178698252,22.03576,21.81668,22.50745,20.11148,19.57781,7178,1,26
1237676302409663379,70.7960827586983,-7.16676489799507,23.23663,22.77103,21.99351,21.68653,20.88437,7178,1,12
1237676302410253190,71.978190091778,-6.49073817291267,23.40409,23.04156,21.88959,21.5164,20.9711,7178,1,21
1237676302410318712,72.1039585320153,-6.49571395755066,23.56478,23.431,22.23139,22.42532,21.59652,7178,1,22
1237676302410580702,72.5869786412287,-6.23887378826877,23.88358,23.11737,21.5452,21.11953,20.7392,7178,1,26
1237676302410908403,73.2546003077189,-5.68562677238532,22.13157,22.19678,21.52944,21.70183,21.72917,7178,1,31
1237676302410908619,73.2737658594059,-5.7497967245044,22.67849,23.21815,22.2742,22.13272,21.75175,7178,1,31
1237676302411498544,74.4468068881861,-5.16153883418349,23.03772,22.9154,22.70958,21.88398,21.05166,7178,1,40
1237676302411498356,74.4629419838757,-5.21811925920937,23.76428,23.22834,21.81843,21.43382,20.89209,7178,1,40
1237676302411694729,74.842544416365,-4.95398084125583,23.58869,22.42447,21.89775,21.97391,21.20145,7178,1,43
1237676302412022710,75.4048780392136,-4.48277746820241,23.57813,23.06604,21.74507,21.48308,20.7463,7178,1,48
1237676302412612538,76.6289464933489,-3.96029040043143,22.60831,22.85838,21.66155,21.13905,20.84611,7178,1,57
1237676302412612319,76.643921195974,-3.94831660291631,22.42901,22.51625,22.17178,22.39962,21.06861,7178,1,57
1237676302412612822,76.6775542199513,-3.89200051316,22.93564,23.16272,22.70783,21.7655,21.38076,7178,1,57
1237676302412874804,77.2327679351834,-3.62290330828093,22.66369,22.98738,21.74731,21.29239,20.64394,7178,1,61
1237676302412940480,77.40839754937,-3.62532591986669,23.66923,23.5924,22.34644,21.31846,21.51561,7178,1,62
1237676302413333524,78.0928853065428,-3.13447938201671,23.30948,23.33334,21.86695,21.71943,21.31539,7178,1,68
1237676302413333374,78.0944509279758,-3.0171094893545,22.8969,22.51442,23.09854,22.32519,21.44407,7178,1,68
1237676302413333485,78.1118570403373,-3.21775615023985,23.91241,22.7958,21.82523,21.57914,21.7839,7178,1,68
1237676302413464597,78.3598643505893,-2.98411451610838,22.66666,22.89104,22.01447,21.60877,21.85451,7178,1,70
1237676302413464620,78.3665986432336,-2.97579981880219,23.98781,23.47163,21.58392,21.06681,20.67387,7178,1,70
1237676302413661201,78.7476210059255,-2.67969828062334,21.96311,21.72158,21.02159,20.62265,20.73122,7178,1,73
1237676302413727102,78.9711863192446,-2.67457354352638,22.99798,22.6333,21.72887,21.46717,21.36483,7178,1,74
1237676302414251408,79.978161755134,-2.03186388153343,23.60039,22.77435,21.69145,21.87575,21.5375,7178,1,82
1237676302414710313,80.8834105647901,-1.52599466641087,23.41195,23.73859,23.35345,21.64451,21.07937,7178,1,89
1237676302414841222,81.188467660315,-1.45192765194579,22.32763,23.20149,21.81179,21.58002,21.45838,7178,1,91
1237676302415037507,81.5264656052746,-1.28147004294955,22.79491,22.20504,21.4428,21.33644,21.49182,7178,1,94
1237676302419167591,89.8881099421936,3.25102246094546,23.68223,23.11771,22.00017,21.55987,21.39637,7178,1,157
1237676302419298282,90.0578047356118,3.38736042122388,22.5229,22.92952,22.00846,21.30626,20.69221,7178,1,159
1237676302419364314,90.2580130410393,3.52488658596748,23.91341,22.60871,21.40371,21.18571,21.26707,7178,1,160
1237676302420478589,92.528252968985,4.6772285923283,23.88962,22.82536,21.57599,21.25793,20.4617,7178,1,177
1237676302420872415,93.2733299663667,5.0424654187432,23.80449,22.30484,21.02059,20.75813,20.42931,7178,1,183
1237676302422379998,96.272356492216,6.7195467287159,23.30913,23.74341,21.71461,21.0122,20.69061,7178,1,206
1237676302423428283,98.471445624798,7.74711580574724,23.43641,23.77833,21.93783,21.23265,20.64669,7178,1,222
1237676302409597640,70.481872679841,-7.15772225926527,23.39638,22.8727,22.18398,23.4776,22.71904,7178,1,11
1237676302409597645,70.4875043376544,-7.16318244238396,22.03979,23.065,21.93172,21.58992,21.44998,7178,1,11
1237676302409597676,70.4961759363152,-7.14803994344451,22.65845,22.51728,21.67697,21.39614,20.94361,7178,1,11
1237676302409597656,70.5262762039094,-7.22133652414107,21.44883,21.31196,20.12426,19.92911,19.1113,7178,1,11
1237676302409597401,70.533857429774,-7.23060417371559,22.28108,22.16001,21.48988,21.37345,20.96395,7178,1,11
1237676302409597659,70.5378672414533,-7.2395461857802,22.54695,22.12006,21.27547,20.32599,20.72922,7178,1,11
1237676302409597693,70.5412043207237,-7.21260704690104,20.81882,21.721,20.18102,19.66562,19.18154,7178,1,11
1237676302409597634,70.5444346902108,-7.28185748748638,23.06955,23.02077,21.99119,21.61747,22.10008,7178,1,11
1237676302409597783,70.5458582431463,-7.11147923272568,22.65664,23.0,21.80907,21.4486,21.00822,7178,1,11
1237676302409597966,70.5478505529599,-7.14049265448809,22.67122,23.32012,22.68588,21.8445,23.97699,7178,1,11
1237676302409597637,70.5524386954999,-7.29351576037256,21.85669,22.47193,21.17872,20.57544,21.41327,7178,1,11
1237676302409597691,70.5524832683116,-7.23478423657266,23.3236,23.15708,21.77434,20.8739,20.58175,7178,1,11
1237676302409597779,70.5602537580093,-7.14019794371828,22.90164,23.379,22.22647,21.83245,21.21014,7178,1,11
1237676302409597908,70.5630481042983,-7.29552895778649,23.71592,23.5595,22.68024,21.18286,20.08346,7178,1,11
1237676302409597661,70.5680660106044,-7.29322302263928,23.94137,23.47801,22.45124,23.02267,22.23603,7178,1,11
1237676302409597999,70.586429324306,-7.1394886987597,22.48038,22.61398,22.52931,21.30751,21.45871,7178,1,11
1237676302409597978,70.5880105635452,-7.19541046899512,23.22001,23.8346,22.60576,21.92714,22.31973,7178,1,11
1237676302409598018,70.5899490419126,-7.09017001602215,23.50386,23.76073,22.50362,21.31507,20.85992,7178,1,11
1237676302409597964,70.5902957268753,-7.22642178019703,22.90892,21.67171,21.13393,20.12198,25.14607,7178,1,11
1237676302409597803,70.5999721143935,-7.17942543643402,22.81145,22.42467,21.20903,20.8299,20.49531,7178,1,11
1237676302409597839,70.6015947655651,-7.14010338641005,22.40946,22.64363,21.97872,21.27505,21.28401,7178,1,11
1237676302409597781,70.6123867732016,-7.23531183854925,23.17415,22.07505,20.52924,20.18561,19.95395,7178,1,11
1237676302409597765,70.6178723753187,-7.25902808536158,23.8665,22.72332,21.933,21.62203,21.06569,7178,1,11
1237676302409597748,70.6212224219917,-7.28244192988352,23.80927,22.85853,21.1649,21.89831,24.25334,7178,1,11
1237676302409597861,70.6329366323498,-7.1688314638009,23.93116,23.43183,22.10329,21.78417,20.76116,7178,1,11
1237676302409663443,70.634957245583,-7.08079497561617,22.6142,23.26994,22.58202,21.52365,21.75097,7178,1,12
1237676302409597798,70.6373298123062,-7.25479635489313,23.08081,23.91219,21.92465,21.40675,21.63197,7178,1,11
1237676302409597849,70.6380522421274,-7.19642317660839,22.89609,23.0878,21.66698,22.77618,21.07157,7178,1,11
1237676302409663423,70.6512575896805,-7.15116386162284,22.58591,22.66069,21.90817,21.1526,21.42247,7178,1,12
1237676302409597840,70.6536495949731,-7.23417353316468,22.90749,23.43566,22.1077,21.92019,21.7322,7178,1,11
1237676302409663188,70.6552214922039,-7.14153062628695,23.31601,22.76514,21.44891,21.12657,20.72004,7178,1,12
1237676302409663277,70.6651637473215,-7.05716375967524,22.10136,22.23035,20.9618,20.23699,19.78094,7178,1,12
1237676302409663297,70.6654749608067,-7.033211495056,23.69636,22.19654,21.56568,21.08867,20.3362,7178,1,12
1237676302409663280,70.6703680419296,-7.06304043578425,23.1995,22.71469,21.42094,20.62156,20.46592,7178,1,12
1237676302409663419,70.6859735513047,-7.22468205515376,23.00866,23.62064,22.52801,21.28795,20.76613,7178,1,12
1237676302409663267,70.7149402747668,-7.1640659505254,23.03868,22.78277,22.05239,22.24498,20.89359,7178,1,12
1237676302409663368,70.721656070859,-7.04562857140642,23.92575,23.70652,21.85879,21.66848,20.80219,7178,1,12
1237676302409663249,70.7265890985685,-7.20162935024906,22.38613,23.19337,22.11594,22.90267,20.99426,7178,1,12
1237676302409728907,70.7448869828675,-7.02419931532481,23.18546,23.01888,22.52638,21.59436,21.55672,7178,1,13
1237676302409663494,70.7549110490829,-7.13274198067233,20.23101,21.27717,20.02317,18.27041,18.41153,7178,1,12
1237676302409728721,70.7799047617291,-7.06723875854802,22.94293,22.78304,22.09198,21.75136,20.65389,7178,1,13
1237676302409728709,70.7839813779992,-7.09662518496724,22.74871,23.49714,21.85048,22.15175,21.64951,7178,1,13
1237676302409728908,70.7933626316717,-7.10120448949394,22.47991,23.07487,22.30683,21.69499,21.10082,7178,1,13
1237676302409728797,70.7938937186807,-6.96289376351738,23.99143,23.23398,22.10479,22.30507,21.98028,7178,1,13
1237676302409728771,70.7959327917434,-7.01043982670692,22.52191,23.20687,21.93356,21.4836,21.13846,7178,1,13
1237676302409728734,70.8106302181221,-7.10922576849944,23.75238,23.49552,21.75128,21.01327,20.75682,7178,1,13
1237676302409728800,70.810688787683,-6.99011489853501,22.50735,23.08341,22.0608,21.18169,21.17665,7178,1,13
1237676302409728956,70.8163019800733,-6.97994663917862,22.7265,22.52116,22.21241,21.07866,20.95018,7178,1,13
1237676302409728769,70.8324794937947,-7.0795236013678,22.59689,23.37529,21.72782,21.1303,20.46863,7178,1,13
1237676302409728816,70.8449562372098,-7.03298474117969,23.75251,23.21088,22.00298,21.53069,20.79983,7178,1,13
1237676302409728810,70.8481184980605,-7.04685506563982,22.25091,22.6544,22.11749,21.41726,21.90986,7178,1,13
1237676302409728955,70.8558077545462,-7.05896305872449,23.7635,23.48946,22.22178,21.37502,21.09899,7178,1,13
1237676302409728820,70.8683130992186,-7.07336573853892,23.82194,23.94632,21.74878,21.05147,21.65573,7178,1,13
1237676302409728957,70.871775933714,-7.06953093849682,22.32039,22.27004,21.99723,21.17056,20.76905,7178,1,13
1237676302409728783,70.873795041247,-7.13128871364128,23.04654,22.07408,21.42991,21.3117,20.7897,7178,1,13
1237676302409728978,70.875811940501,-6.99096252627816,22.53138,23.28993,23.32225,21.87016,22.1884,7178,1,13
1237676302409728837,70.8810682194977,-7.06685980535498,23.9417,22.74223,22.23817,22.01451,21.81425,7178,1,13
1237676302409728865,70.8852350492584,-7.02657815060733,22.40035,22.79656,21.90148,22.33756,21.50244,7178,1,13
1237676302409728863,70.885724182783,-7.02928442717193,22.22201,22.28284,20.89043,20.90882,20.36984,7178,1,13
1237676302409728648,70.8962865282491,-7.06814774057367,21.66311,21.64879,21.78436,21.19666,21.03986,7178,1,13
1237676302409794391,70.9251014938762,-7.01548744329267,22.66188,23.7121,22.5664,21.80415,23.02927,7178,1,14
1237676302409794413,70.9274359603573,-6.94485967945419,23.83458,23.50521,23.01953,21.66772,21.43661,7178,1,14
1237676302409794252,70.9284134927423,-6.89063600246542,23.77593,23.89464,21.48753,20.91821,20.45494,7178,1,14
1237676302409794146,70.9366679763632,-7.05090235965108,23.00605,23.2418,22.47964,21.92939,22.33348,7178,1,14
1237676302409794399,70.9385015944225,-7.02553978627284,23.95419,23.41056,23.41558,21.52407,21.55753,7178,1,14
1237676302409794169,70.9447029454137,-7.02888955413157,23.61497,23.89402,22.22243,22.50224,21.15103,7178,1,14
1237676302409728885,70.9485987616917,-7.11068792048978,21.94919,22.38215,21.61256,21.39755,21.19273,7178,1,13
1237676302409794393,70.9498770554748,-7.05663244144228,23.27905,23.90265,22.73018,21.7208,21.0925,7178,1,14
1237676302409728689,70.952154816136,-7.09892034047699,22.81335,22.40076,22.14011,22.19005,21.08957,7178,1,13
1237676302409794427,70.9576036957323,-6.96132175706494,23.08809,23.53649,23.06564,21.74442,21.13916,7178,1,14
1237676302409794422,70.9637070224365,-6.98047598595268,22.20529,23.33059,22.28144,21.22359,21.18588,7178,1,14
1237676302409794464,70.9680289335804,-6.88780482179546,23.49709,23.52072,22.88556,21.49761,21.07964,7178,1,14
1237676302409794296,70.9708015560949,-6.91284794918691,23.67488,23.03829,22.0455,21.46616,21.35334,7178,1,14
1237676302409794179,70.9749003948078,-7.0679672125974,23.44507,22.79911,21.64608,21.44312,20.74534,7178,1,14
1237676302409794181,70.9790463604522,-7.07419727642445,23.65403,22.80376,21.68504,22.26959,21.16273,7178,1,14
1237676302409794246,70.9800995043445,-6.99440206013281,22.48476,23.54277,22.09956,21.53225,21.32166,7178,1,14
1237676302409793916,70.9858918608786,-6.89450172503919,18.97678,20.70124,21.01866,28.40092,18.81335,7178,1,14
1237676302409794244,70.9879282422078,-7.01051533977296,23.77427,23.38407,21.95575,21.18639,20.48746,7178,1,14
1237676302409794312,70.9882951637004,-6.92698859001867,23.98202,23.09388,22.14101,22.17317,21.34911,7178,1,14
1237676302409793923,70.9975009819758,-6.88210419516055,18.02066,19.08693,18.84621,19.46013,25.93662,7178,1,14
1237676302409794426,71.0056446091613,-7.05130622617993,23.69505,22.90493,22.68726,21.45865,21.93126,7178,1,14
1237676302409794249,71.0223714430155,-7.06855750226029,23.3261,22.58879,21.75529,21.65435,20.93662,7178,1,14
1237676302409794451,71.0304776819444,-7.04562396404329,22.92859,23.55309,22.54432,21.16617,20.30863,7178,1,14
1237676302409859524,71.047143927671,-6.86535571835537,18.61271,17.78164,20.47434,30.7906,16.06601,7178,1,15
1237676302409794362,71.05343338108,-6.97194396292843,22.5291,21.96062,20.7045,20.866,19.89051,7178,1,14
1237676302409794357,71.0543652041414,-6.98195688924141,23.54718,23.01923,21.94317,21.30208,21.37124,7178,1,14
1237676302409859654,71.0751646083448,-6.95979437820408,22.812,23.62377,21.79061,21.99822,21.67667,7178,1,15
1237676302409859829,71.0769946775562,-6.96074926279647,22.69043,22.78915,22.12797,21.34295,24.35452,7178,1,15
1237676302409859740,71.0894995687663,-6.8280570249636,21.63742,23.12976,21.70266,21.8826,21.09517,7178,1,15
1237676302409859836,71.0903652370413,-6.96364845345554,22.64082,22.84221,22.07958,21.00521,20.35339,7178,1,15
1237676302409859590,71.1398551575969,-6.87665275796803,18.85411,19.34461,19.16963,20.48631,18.20384,7178,1,15
1237676302409859888,71.1478598696129,-6.87776670644768,22.41824,23.60485,22.25774,20.23465,19.01368,7178,1,15
1237676302409859578,71.1534429269611,-6.91924241170111,23.17047,22.41441,21.32437,21.43126,20.85451,7178,1,15
1237676302409859775,71.1717931015629,-6.91261673069886,23.55976,22.27719,21.54527,21.52711,21.55672,7178,1,15
1237676302409859782,71.1732013910401,-6.90394020247558,23.68205,23.74561,21.94764,21.87924,21.326,7178,1,15
1237676302409925305,71.1803275733547,-6.77414671829757,22.83375,22.86089,21.83376,21.40671,20.93249,7178,1,16
1237676302409859884,71.1878830678728,-6.96215721092756,22.91754,23.21615,22.47447,21.53303,21.55352,7178,1,15
1237676302409925293,71.1891845718299,-6.81913914275552,23.12997,22.18606,21.61064,21.65825,21.70081,7178,1,16
1237676302409859903,71.2214882071252,-6.96786393342573,23.36834,22.60572,21.63079,20.17741,19.53983,7178,1,15
1237676302409925355,71.2276715335689,-6.76948503601258,22.45383,23.72987,21.7221,22.09846,21.75787,7178,1,16
1237676302409925483,71.2288906486995,-6.86538038533755,23.80461,23.51092,22.96717,21.10777,20.38697,7178,1,16
1237676302409925284,71.2471516578915,-6.94568217978804,22.98295,23.46443,22.39523,21.64904,21.8782,7178,1,16
1237676302409925520,71.2516434073161,-6.7690418332529,23.38556,23.88134,22.66986,21.58952,20.53361,7178,1,16
1237676302409925399,71.2605865835038,-6.75890703398729,23.38478,22.50578,21.65295,21.29719,20.94787,7178,1,16
1237676302409925479,71.2613174939887,-6.93802023858365,23.23928,23.91015,22.52352,21.21219,20.55136,7178,1,16
1237676302409925426,71.2616140325602,-6.73057153747971,23.10567,23.56521,22.1073,22.08519,21.8471,7178,1,16
1237676302409925141,71.2652686558964,-6.94579964099151,22.73771,22.41788,22.46883,21.87628,21.50562,7178,1,16
1237676302409925342,71.2724607638899,-6.86654657317973,23.0998,22.85821,22.46834,22.10641,21.35613,7178,1,16
1237676302409925324,71.275873696286,-6.91528167237167,21.97602,22.63999,22.16772,21.48069,20.64452,7178,1,16
1237676302409925339,71.2870299440453,-6.89695396194228,22.40915,22.22505,21.10118,20.65334,20.22832,7178,1,16
1237676302409925354,71.2973396756334,-6.89952703369316,23.53034,23.05774,22.05355,21.58023,21.3408,7178,1,16
1237676302409990816,71.3348420773054,-6.84822195874765,22.67253,22.18369,21.16338,20.79896,21.02539,7178,1,17
1237676302409990833,71.3358271290982,-6.82127847379974,23.89334,22.65839,21.37838,21.16835,20.40671,7178,1,17
1237676302409990996,71.3400371197389,-6.84650750407638,23.45878,23.67576,22.28563,21.26279,21.44421,7178,1,17
1237676302409990839,71.3416248861433,-6.81759554675467,23.69643,22.873,21.72842,21.89927,21.8624,7178,1,17
1237676302409990865,71.347054357327,-6.77606665007091,22.25565,22.54209,21.26201,21.08091,20.73333,7178,1,17
1237676302409990874,71.3564905620238,-6.77916838146881,23.66928,23.19855,22.11546,22.6727,22.96519,7178,1,17
1237676302409990846,71.3636722305778,-6.84621034530847,23.67575,22.63092,21.4318,21.07788,20.89461,7178,1,17
1237676302409990933,71.3660863621252,-6.69389348796172,22.51825,22.45318,21.35235,20.86172,20.29224,7178,1,17
1237676302409990841,71.3688729440616,-6.8666835713798,21.76393,23.4614,21.16948,20.39502,19.97884,7178,1,17
1237676302409991023,71.3719890231105,-6.8004115759045,23.04526,23.791,23.24,21.55005,20.91085,7178,1,17
1237676302409990890,71.3827741423352,-6.79704238547393,23.08319,22.89603,21.78213,21.24173,20.60852,7178,1,17
1237676302409991026,71.3847422211134,-6.79310426458007,22.79167,22.74786,22.37456,21.53312,22.39012,7178,1,17
1237676302409990861,71.3911018917053,-6.86079666101725,22.83765,23.23288,22.23163,21.16891,22.14233,7178,1,17
1237676302409990920,71.3953414625697,-6.7698987832203,19.1043,21.79366,18.05136,18.2757,25.72437,7178,1,17
1237676302409990606,71.3986536671815,-6.6825324541451,21.50099,23.78844,23.36673,22.69873,23.6165,7178,1,17
1237676302409990923,71.3991907821794,-6.77082099527555,22.959,22.9864,21.50881,21.99153,21.17005,7178,1,17
1237676302409990892,71.400070387801,-6.82678533872719,23.86514,22.77596,22.01732,21.76311,21.89532,7178,1,17
1237676302410056100,71.4059590316583,-6.66477918265835,18.58921,20.86151,20.05153,27.99307,25.40312,7178,1,18
1237676302409990928,71.4116193033494,-6.78363197413844,22.85594,23.18844,21.96398,21.30523,21.02739,7178,1,17
1237676302410056101,71.4141628133737,-6.66282715425098,21.56512,22.70836,22.07126,22.08859,21.64091,7178,1,18
1237676302410056449,71.4244461831322,-6.62619234845582,23.70171,23.06796,21.92704,21.94507,20.98434,7178,1,18
1237676302409990911,71.4305582360127,-6.85368666594081,23.19005,22.79622,21.8506,21.81157,21.79849,7178,1,17
1237676302409990946,71.4368514852864,-6.7930937280913,23.06369,22.25947,21.07053,20.87021,20.20152,7178,1,17
1237676302409990971,71.4406846249946,-6.75249203905216,22.83911,23.115,21.77373,21.37187,21.43395,7178,1,17
1237676302410056609,71.4411592702093,-6.65068680422215,21.77283,23.00964,21.70369,20.37694,20.47765,7178,1,18
1237676302409990958,71.4442861619475,-6.77967394432121,22.79326,23.19086,22.3057,21.71085,21.61728,7178,1,17
1237676302409990975,71.4538480062123,-6.75958883314301,22.75377,23.08895,22.13709,22.21644,21.02315,7178,1,17
1237676302410056420,71.4646403820291,-6.74175886515903,23.04416,22.92242,21.53771,21.21857,21.07844,7178,1,18
1237676302410056452,71.4848749410756,-6.73614457124442,23.91412,23.46353,22.09851,21.38388,21.21079,7178,1,18
1237676302410056463,71.4890243137145,-6.72788420653238,23.01801,22.90389,22.16117,22.27094,22.02665,7178,1,18
1237676302410056518,71.4966398439692,-6.63525121769547,23.08542,23.04632,22.25189,21.53783,21.31418,7178,1,18
1237676302410056633,71.5145371432391,-6.70566754047443,23.70444,23.56874,22.22684,21.29181,20.86029,7178,1,18
1237676302410056636,71.5384546263447,-6.739143242955,23.34974,22.15422,21.51797,20.80604,21.54089,7178,1,18
1237676302410056639,71.5396922125262,-6.72140250667104,23.5128,23.72701,22.74677,21.56692,21.24581,7178,1,18
