case,category,M_solar,r_emit_m,z,f_emit_Hz,f_obs_Hz,ra_deg,dec_deg,v_tot_mps,v_los_mps,z_geom_hint,notes
M87_jet_var8,jet,7352169222.255644,620518497335616.1,0.006919024093644122,456805024067434.56,453666097408992.25,85.68166837283827,30.41600009333051,157541664.04059944,24684554.2528323,,Synthetic variant of M87_jet
Cygnus_X1_var1,bh-binary,14.99897295477921,48523658.8215035,1.7839256330452083e-05,456805024067434.56,456796875150887.8,282.4629927446712,55.3494595979958,11136689.493204553,5324861.311295472,,Synthetic variant of Cygnus_X1
Cygnus_X1_var2,bh-binary,14.498608201599431,43570313.99203526,8.758921283314797e-06,456805024067434.56,456801022983232.06,262.46730580554623,31.205618512794274,8777257.968318732,4157082.5879729264,,Synthetic variant of Cygnus_X1
Cygnus_X1_var3,bh-binary,31.167469438685288,43778501.961274244,8.247183077840839e-06,456805024067434.56,456801256743840.0,89.51628021130283,-55.762396480653926,7428841.686319412,5863867.255043295,,Synthetic variant of Cygnus_X1
Cygnus_X1_var4,bh-binary,19.92088450449577,89063429.57681659,6.013812604004929e-06,456805024067434.56,456802276944144.0,159.5270682192445,65.04283885712951,5996903.166113608,5029077.83298104,,Synthetic variant of Cygnus_X1
Cygnus_X1_var5,bh-binary,22.056831561446813,37082366.133483365,1.8987084431429082e-05,456805024067434.56,456796350836553.3,333.49211388292593,62.76523219457499,15376441.361279232,13457415.439678341,,Synthetic variant of Cygnus_X1
Cygnus_X1_var6,bh-binary,13.992533322682194,97989757.56310058,4.847451385585271e-06,456805024067434.56,456802809738021.56,136.4303228316898,87.35559188035066,8416644.680791244,1236475.12990465,,Synthetic variant of Cygnus_X1
Cygnus_X1_var7,bh-binary,16.069264221615192,139769884.2727997,9.19015061210458e-06,456805024067434.56,456800825999043.94,358.35216821737697,10.038298213011274,8768119.775842607,7591912.568452014,,Synthetic variant of Cygnus_X1
Cygnus_X1_var8,bh-binary,25.586573781222842,51671555.53836898,6.340740858902156e-06,456805024067434.56,456802127603519.7,195.19027249473874,44.635600868231535,17499349.83950654,9858157.8072633,,Synthetic variant of Cygnus_X1
3C273_var1,quasar,490305440.15858513,1.1178486322425596e+16,0.15881064890230964,456805024067434.56,394201610504827.44,345.8804051788021,-75.57993625669437,7821759.136386283,1767296.6161401237,,Synthetic variant of 3C273
3C273_var2,quasar,603525965.6630365,1.1330491490300388e+16,0.20783045024500327,456805024067434.56,378202937320195.56,320.5034330865975,-45.68123739804753,2881631.16000745,564538.3179349984,,Synthetic variant of 3C273
3C273_var3,quasar,963176855.1094282,1.1671341144649444e+16,0.13502756592152212,456805024067434.56,402461612195786.0,336.4942527851138,-53.23334410376344,5669378.314329798,2938020.223867645,,Synthetic variant of 3C273
3C273_var4,quasar,1070248784.694685,6341603336621844.0,0.12836149482743278,456805024067434.56,404839252457207.06,113.82379065786745,45.335608634592376,6373521.783679769,2166982.51687816,,Synthetic variant of 3C273
3C273_var5,quasar,503837940.75397843,9415997316660206.0,0.2997604429790034,456805024067434.56,351453243968907.25,76.73555241613454,-42.263925344927756,8968771.582840756,1422524.0971135243,,Synthetic variant of 3C273
3C273_var6,quasar,1261268252.634464,1.5332098431610152e+16,0.265864456962604,456805024067434.56,360864089006434.1,300.1481836703305,36.63718651572677,3956216.709911072,894886.1942768847,,Synthetic variant of 3C273
3C273_var7,quasar,978276433.838836,1.682126289084106e+16,0.20179086475693236,456805024067434.56,380103591617685.9,107.77635079199204,29.409968693893916,1062584.8572172637,800852.4703163652,,Synthetic variant of 3C273
3C273_var8,quasar,1266258403.4558516,4880075601507148.0,0.04862791386719267,456805024067434.56,435621651900149.94,98.04535643333388,18.869368865440308,1856287.821675341,1007182.627957435,,Synthetic variant of 3C273
3C279_var1,quasar,365283656.14163935,4680289898067473.0,0.665512782732325,456805024067434.56,274272901897535.66,325.92113678855634,62.29866839307397,4978993.940869241,2443817.0995056233,,Synthetic variant of 3C279
3C279_var2,quasar,177689540.31382003,7144048652713735.0,0.3205410800884284,456805024067434.56,345922615324352.7,229.36081582849667,-42.84805276181733,1645384.8203236135,1179568.7734053482,,Synthetic variant of 3C279
3C279_var3,quasar,372369272.5043793,8578820716615581.0,0.4662323394325595,456805024067434.56,311550231011969.6,317.91830158805146,72.70714288078076,1723772.1549867517,276139.8321617784,,Synthetic variant of 3C279
3C279_var4,quasar,313677086.76165676,1.1747464222723388e+16,0.6156052297493534,456805024067434.56,282745447746726.94,110.97300597484812,71.8166679736662,3495600.455263778,705958.9377055562,,Synthetic variant of 3C279
3C279_var5,quasar,388836691.4664125,1.203986891841011e+16,0.9208824893207428,456805024067434.56,237809978802487.12,37.00570380184283,50.420923536859675,4288979.690748852,1285080.3560868693,,Synthetic variant of 3C279
3C279_var6,quasar,415240410.4353026,6951426766119708.0,0.6524142249934077,456805024067434.56,276447041642513.7,311.25805063918705,85.71708592757332,3578282.730652219,3019730.0170796383,,Synthetic variant of 3C279
3C279_var7,quasar,393231515.9821191,1.2271861492229232e+16,0.07751388195937249,456805024067434.56,423943516381219.4,335.0937189773972,54.40232500868501,11028025.238465052,4033482.303338136,,Synthetic variant of 3C279
3C279_var8,quasar,409219208.5125838,1.1480392345633156e+16,0.31101414861674664,456805024067434.56,348436379995906.5,313.9800418461923,64.54678524080069,11678393.71693403,2177745.999063277,,Synthetic variant of 3C279
PKS_1510_var1,blazar,722433717.5456644,2.886442495671401e+16,0.33520504189437655,456805024067434.56,342123501435647.5,81.93437546679733,-85.74040175373872,6883053.877417609,5067830.125206361,,Synthetic variant of PKS_1510
PKS_1510_var2,blazar,693129788.3277087,1.5191334633535782e+16,0.5977565417312801,456805024067434.56,285904023633321.9,230.93342589874598,-18.05789081518904,17470225.66477378,5648123.855700924,,Synthetic variant of PKS_1510
PKS_1510_var3,blazar,1481149687.19826,2.1014040509404212e+16,0.6464162937830003,456805024067434.56,277454144369420.38,64.28441382208692,83.25617683707998,3845468.0296228416,3369862.4234522427,,Synthetic variant of PKS_1510
PKS_1510_var4,blazar,765466362.5229686,9035271322011910.0,0.31847953031530585,456805024067434.56,346463493413654.0,218.23518719021158,2.0561507405060553,13656720.970443267,4792714.940819574,,Synthetic variant of PKS_1510
PKS_1510_var5,blazar,885195433.3447272,2.2144465217904784e+16,0.20161868448885056,456805024067434.56,380158056764698.3,333.20705957966976,6.921359476702548,13340564.541346729,1352106.5391210732,,Synthetic variant of PKS_1510
PKS_1510_var6,blazar,1219429999.1448455,2.6774602179505344e+16,0.4718744021805631,456805024067434.56,310355981047488.6,239.12556656805805,-30.56399351233265,7827543.548500227,1220932.797926601,,Synthetic variant of PKS_1510
PKS_1510_var7,blazar,813915645.0583596,2.974442782617739e+16,0.5037963201064649,456805024067434.56,303767882631268.8,147.02144710291807,-17.567930329609567,6805156.291380228,2364300.001023323,,Synthetic variant of PKS_1510
PKS_1510_var8,blazar,795655202.525947,9564058373656290.0,0.3093060276856358,456805024067434.56,348890950173730.8,325.00999646372975,20.792684871248497,17045818.73168293,10940933.008236248,,Synthetic variant of PKS_1510
PSR_B1913+16_var1,pulsar,1.1533678193744141,10671.120983899773,1.0073069145511755e-06,456805024067434.56,456804563925038.75,208.79452123044553,27.847012266552895,65906.19469902835,29256.45315953095,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var2,pulsar,1.3895829939557005,9190.237190267302,4.846625217803805e-06,456805024067434.56,456802810115415.5,286.5689136456409,-59.45554868435015,95709.7897454922,78572.44086470222,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var3,pulsar,0.8421055728841753,10216.328138813029,1.2392935403784325e-05,456805024067434.56,456799362982436.56,270.4097295146636,31.103220700290066,73630.12086556815,55571.50697699811,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var4,pulsar,1.043482559036095,5787.819058172072,1.4396569790828744e-06,456805024067434.56,456804366425840.3,305.9055700649035,-76.89091874677756,59174.80705253602,28410.361899489708,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var5,pulsar,1.3167950558367159,11816.715330327992,4.499834261314769e-06,456805024067434.56,456802968529786.1,87.83439824823799,28.09044200012113,131416.6800784808,65117.19301420779,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var6,pulsar,0.7279845381187657,13513.50267265862,1.4860831394332453e-05,456805024067434.56,456798235665873.1,63.319205414351394,82.43388761031716,37053.96745016623,16308.079330549528,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var7,pulsar,1.4658591606389868,3703.0573919689723,5.485569033879491e-06,456805024067434.56,456802518245685.9,288.5099766200152,30.163991865543565,155733.81557626557,72442.61495392845,,Synthetic variant of PSR_B1913+16
PSR_B1913+16_var8,pulsar,2.142565132415685,11336.332458571876,1.810071295197681e-05,456805024067434.56,456796755720481.8,258.93862605934817,0.8600696683923559,162628.14812966992,95970.42497143605,,Synthetic variant of PSR_B1913+16
PSR_J0737_var1,pulsar,1.7829626874266962,12804.248770261915,3.429949171639744e-05,456805024067434.56,456789356424687.75,93.30895744740697,-45.49684724826128,277969.74149106717,133353.07854600434,,Synthetic variant of PSR_J0737
PSR_J0737_var2,pulsar,1.5244663252800494,16465.66989619238,2.0766793261807357e-05,456805024067434.56,456795537888936.25,27.894007391304893,-38.56893284463255,240559.49983417,76901.56957239544,,Synthetic variant of PSR_J0737
PSR_J0737_var3,pulsar,1.0340982434901274,8971.120749435206,2.1445480010664435e-05,456805024067434.56,456795227874506.2,249.82193242765882,37.1554455050194,84279.69968516983,24020.488416708646,,Synthetic variant of PSR_J0737
PSR_J0737_var4,pulsar,0.7560666599565966,10447.669410398656,2.1534001058140955e-05,456805024067434.56,456795187439384.94,151.25166639843323,72.87092610123184,173047.7549130099,45938.55688671835,,Synthetic variant of PSR_J0737
PSR_J0737_var5,pulsar,1.452666415033662,15284.786173165861,3.2842353162941635e-05,456805024067434.56,456790022008210.44,2.122590090237506,-26.68341551907156,284990.2643577822,115222.93842841321,,Synthetic variant of PSR_J0737
PSR_J0737_var6,pulsar,1.6796566675795772,17937.925569560957,3.632349218492383e-05,456805024067434.56,456788431916397.7,196.60763150418208,18.585466009423442,174086.810441543,121514.7758981264,,Synthetic variant of PSR_J0737
PSR_J0737_var7,pulsar,0.9655218503939174,7286.283461640128,1.769009513767892e-05,456805024067434.56,456796943286049.25,244.4910786102059,-17.22299955522533,49287.94238294888,18182.501104705105,,Synthetic variant of PSR_J0737
PSR_J0737_var8,pulsar,0.8911599398127019,11452.15450710281,6.594600702121785e-06,456805024067434.56,456802011640567.8,141.8472922822937,11.590556944459337,239122.22751170068,29070.845189285003,,Synthetic variant of PSR_J0737
M31_core_var1,galaxy,73794286.48764373,1.1998495072130698e+18,0.0003442590770150157,456805024067434.56,456647818910775.4,136.47739110773026,-51.90114884193333,281615.25314472563,39490.26114582424,,Synthetic variant of M31_core
M31_core_var2,galaxy,115758412.6833832,1.3657215910516378e+18,0.0007824271880154454,456805024067434.56,456447886830865.9,90.81775144165701,-75.25687810290434,420964.71530629677,322265.0874160567,,Synthetic variant of M31_core
M31_core_var3,galaxy,72713660.1870015,1.055186667091547e+18,0.001899834091316577,456805024067434.56,455938815961316.75,281.2438978599222,27.315837943900092,227980.9649856883,141374.47870565028,,Synthetic variant of M31_core
M31_core_var4,galaxy,175592648.5683337,1.6294564258023844e+18,0.00045884922825255927,456805024067434.56,456595515567492.9,45.43955095471425,30.502592031583916,69782.40831375953,15485.126490066143,,Synthetic variant of M31_core
M31_core_var5,galaxy,148955741.47020265,6.05150357269105e+17,0.0013590369482430716,456805024067434.56,456185051726901.56,218.6090978007354,44.62661735195144,428111.08721099555,100277.02279261271,,Synthetic variant of M31_core
M31_core_var6,galaxy,86034601.99304567,1.447021644035519e+18,0.0018364973914613578,456805024067434.56,455967640684726.3,112.30460798209026,31.922511633073583,111887.39983565117,13487.213792193086,,Synthetic variant of M31_core
M31_core_var7,galaxy,204144197.34882545,8.553162181232783e+17,0.0013870264690890432,456805024067434.56,456172301011466.44,225.807262416376,-71.65776501972422,96478.30936466879,62951.27995413258,,Synthetic variant of M31_core
M31_core_var8,galaxy,178147323.89317137,1.490410534724315e+18,0.0011807409066703196,456805024067434.56,456266291792380.5,281.74872468996705,-27.50332224447918,118106.43123231127,104769.31931960346,,Synthetic variant of M31_core
NGC_4258_var1,galaxy,36206742.516155034,4.093996133526393e+17,0.0015160941321281105,456805024067434.56,456113513046720.06,296.0391305124209,-71.00300328408025,298387.95191122126,232641.30025839858,,Synthetic variant of NGC_4258
NGC_4258_var2,galaxy,56970715.12136857,5.949095742710121e+17,0.0023875097397066374,456805024067434.56,455716995302599.8,264.1663094448211,83.78527162285397,532677.5319718893,238847.1272837279,,Synthetic variant of NGC_4258
NGC_4258_var3,galaxy,30033213.459108632,7.157394531647291e+17,0.0016030668474102908,456805024067434.56,456073907106982.5,263.16943714984404,-41.68880315113944,389438.40248524555,174647.38802353045,,Synthetic variant of NGC_4258
NGC_4258_var4,galaxy,52716813.240753934,7.315117132234223e+17,0.0003839898247503208,456805024067434.56,456629682915516.0,167.29504797716342,19.85970676149371,644243.9577617741,190110.43355040078,,Synthetic variant of NGC_4258
NGC_4258_var5,galaxy,34280582.861002296,1.700899984390627e+17,0.00244757265804364,456805024067434.56,455689690440559.8,287.21964845811476,-28.739008230428944,196377.50858092276,52962.20501717687,,Synthetic variant of NGC_4258
NGC_4258_var6,galaxy,53832479.21057079,6.40828625232541e+17,0.0008959251545416994,456805024067434.56,456396127296554.1,30.820666304887652,39.61343953875496,86496.71324075335,74253.10886349076,,Synthetic variant of NGC_4258
NGC_4258_var7,galaxy,38554536.02710271,6.807152574377265e+17,0.0020146452165056123,456805024067434.56,455886574361128.8,285.4558325276343,-73.2503969001591,493377.8558342095,243066.08790242646,,Synthetic variant of NGC_4258
NGC_4258_var8,galaxy,28142259.618428677,6.342510087066413e+17,0.0009767562813512386,456805024067434.56,456359272281680.56,191.13189521247642,-13.409313713061337,452195.57461271505,216424.59638615767,,Synthetic variant of NGC_4258
Extreme_BH,extreme,10000000000.0,1e+17,2.5,456805024067434.56,130515721162124.16,180,0,50000000.0,20000000.0,,Extreme high-z test case
Nearby_NS,neutron-star,1.97,10000.0,1e-06,456805024067434.56,456804567262410.5,45,30,10000.0,5000.0,,Nearby neutron star
